,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Time,FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
4081,713,14.7,43,1.2,2000,2.2,0.0,0.0,0.0,2018-05-20 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4082,473,13.9,43,0.9,2000,1.5,0.0,0.0,0.0,2018-05-20 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4083,347,13.5,41,1.0,2000,0.4,0.0,0.0,0.0,2018-05-20 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4084,205,12.8,44,0.8,2000,0.8,0.0,0.0,0.0,2018-05-20 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4085,160,12.1,47,1.6,2000,1.1,0.0,0.0,0.0,2018-05-20 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4086,190,11.6,46,0.8,2000,0.3,0.05,0.0,0.0,2018-05-20 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4087,341,12.3,43,0.6,2000,0.0,0.3,0.0,0.0,2018-05-20 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4088,524,14.1,38,1.0,2000,0.0,0.72,0.0,0.0,2018-05-20 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4089,676,16.0,34,1.3,2000,0.1,1.0,0.0,0.0,2018-05-20 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4090,899,17.0,37,1.4,2000,2.1,0.94,0.0,0.0,2018-05-20 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4091,1013,18.7,30,1.9,2000,0.7,1.66,0.0,0.0,2018-05-20 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4092,1313,18.8,31,1.2,2000,1.2,0.92,0.0,0.0,2018-05-20 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4093,1559,19.9,33,1.4,2000,3.1,1.28,0.0,0.0,2018-05-20 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4094,1680,20.3,30,1.8,2000,2.1,1.01,0.0,0.0,2018-05-20 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4095,1999,21.0,28,1.7,2000,1.7,1.16,0.0,0.0,2018-05-20 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4096,2143,22.2,23,2.2,2000,0.0,1.66,0.0,0.0,2018-05-20 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4097,2310,22.4,23,2.4,2000,0.2,1.89,0.0,0.0,2018-05-20 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4098,2403,22.2,22,1.8,2000,-0.5,1.25,0.0,0.0,2018-05-20 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4099,2145,20.8,24,2.0,2000,-0.5,0.56,0.0,0.0,2018-05-20 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4100,1846,19.0,26,1.5,2000,-0.9,0.02,0.0,0.0,2018-05-20 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4101,1636,17.8,26,1.3,2000,-1.9,0.0,0.0,0.0,2018-05-20 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4102,1325,16.8,29,1.2,2000,-1.3,0.0,0.0,0.0,2018-05-20 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4103,943,15.8,30,1.1,2000,-1.7,0.0,0.0,0.0,2018-05-20 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4104,666,15.3,29,1.3,2000,-2.6,0.0,0.0,0.0,2018-05-21 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4105,420,14.5,31,1.1,2000,-2.4,0.0,0.0,0.0,2018-05-21 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4106,262,13.9,0,0.9,2000,-2.1,0.0,0.0,0.0,2018-05-21 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4107,165,13.0,0,0.8,2000,-2.5,0.0,0.0,0.0,2018-05-21 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4108,113,12.4,0,0.8,2000,-3.4,0.0,0.0,0.0,2018-05-21 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4109,200,11.9,0,1.3,2000,-2.7,0.0,0.0,0.0,2018-05-21 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4110,467,11.4,0,0.9,2000,-2.0,0.03,0.0,0.0,2018-05-21 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4111,1135,12.3,0,0.9,1989,-2.7,0.48,0.0,0.0,2018-05-21 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4112,1785,15.3,30,1.3,2000,-2.2,1.3,0.0,0.0,2018-05-21 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4113,1118,17.7,27,1.3,2000,-1.5,2.02,0.0,0.0,2018-05-21 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4114,962,19.3,27,1.4,2000,-0.1,2.63,0.0,0.0,2018-05-21 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4115,1129,20.9,27,1.7,2000,1.1,3.11,0.0,0.0,2018-05-21 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4116,1373,21.8,31,2.1,2000,3.9,3.39,0.0,0.0,2018-05-21 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4117,1456,22.8,31,1.9,1923,4.7,3.49,0.0,0.0,2018-05-21 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4118,1483,23.4,36,2.8,1947,7.4,3.11,0.0,0.0,2018-05-21 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4119,1612,23.3,38,1.5,1963,8.1,2.13,0.0,0.0,2018-05-21 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4120,1820,22.7,42,1.9,2000,9.1,1.13,0.0,0.0,2018-05-21 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4121,2214,22.2,45,2.4,2000,9.6,0.83,0.0,0.0,2018-05-21 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4122,3069,21.6,48,2.5,1884,10.1,0.61,0.0,0.0,2018-05-21 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4123,2450,19.5,56,1.6,1600,10.4,0.29,0.0,0.0,2018-05-21 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4124,2167,18.4,59,2.6,1476,10.2,0.04,0.0,0.0,2018-05-21 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4125,2065,17.7,63,0.5,1324,10.5,0.0,0.0,0.0,2018-05-21 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4126,1832,16.9,65,0.3,1281,10.2,0.0,0.0,0.0,2018-05-21 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4127,1273,16.3,70,0.7,1293,10.8,0.0,0.0,0.0,2018-05-21 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4128,957,16.0,71,0.5,1299,10.7,0.0,0.0,0.0,2018-05-22 00:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4129,810,15.9,71,1.1,1312,10.6,0.0,0.0,0.0,2018-05-22 01:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4130,590,15.7,74,1.0,1313,11.0,0.0,0.0,0.0,2018-05-22 02:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4131,406,15.5,0,0.7,1420,10.4,0.0,0.0,0.0,2018-05-22 03:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4132,248,15.6,0,0.5,1502,10.5,0.0,0.0,0.0,2018-05-22 04:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4133,182,15.7,0,0.6,1610,10.6,0.0,0.0,0.0,2018-05-22 05:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4134,277,15.5,0,0.5,1691,10.4,0.06,0.0,0.0,2018-05-22 06:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4135,443,16.3,69,0.7,1750,10.5,0.34,0.0,0.0,2018-05-22 07:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4136,694,18.2,63,0.8,1731,11.0,1.0,0.0,0.0,2018-05-22 08:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4137,912,19.3,62,0.8,1894,11.8,1.14,0.0,0.0,2018-05-22 09:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4138,1119,20.7,55,1.8,1698,11.3,1.43,0.0,0.0,2018-05-22 10:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4139,1438,21.9,55,1.4,1820,12.4,1.87,0.0,0.0,2018-05-22 11:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4140,1798,22.9,51,1.1,1591,12.2,1.8,0.0,0.0,2018-05-22 12:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4141,2000,22.7,52,1.0,1399,12.3,0.94,0.0,0.0,2018-05-22 13:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4142,1407,22.8,53,1.4,1630,12.7,0.98,0.0,0.0,2018-05-22 14:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4143,163,21.1,72,2.7,663,15.8,0.31,0.1,0.0,2018-05-22 15:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4144,86,19.5,80,1.2,553,15.9,0.53,0.4,0.0,2018-05-22 16:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4145,50,18.6,84,1.8,499,15.8,0.28,1.0,0.0,2018-05-22 17:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4146,30,17.9,93,1.2,258,16.7,0.13,2.0,0.0,2018-05-22 18:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4147,45,17.6,93,0.3,331,16.4,0.06,1.5,0.0,2018-05-22 19:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4148,30,17.2,85,1.4,467,14.6,0.0,0.5,0.0,2018-05-22 20:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4149,58,17.0,85,1.1,597,14.4,0.0,0.5,0.0,2018-05-22 21:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4150,29,16.8,87,0.6,447,14.6,0.0,0.5,0.0,2018-05-22 22:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4151,18,16.3,96,1.1,198,15.6,0.0,2.5,0.0,2018-05-22 23:00:00,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4152,32,15.8,97,2.4,181,15.3,0.0,3.5,0.0,2018-05-23 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4153,25,15.3,97,3.2,178,14.8,0.0,3.0,0.0,2018-05-23 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4154,34,15.0,97,2.5,236,14.5,0.0,3.0,0.0,2018-05-23 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4155,43,14.9,96,2.2,636,14.2,0.0,0.5,0.0,2018-05-23 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4156,59,15.0,97,1.4,1827,14.5,0.0,0.0,0.0,2018-05-23 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4157,152,14.6,87,2.2,2000,12.4,0.0,0.0,0.0,2018-05-23 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4158,436,13.9,83,3.2,2000,11.0,0.04,0.0,0.0,2018-05-23 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4159,1241,13.6,75,1.6,1987,9.2,0.47,0.0,0.0,2018-05-23 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4160,2035,14.6,70,3.1,2000,9.1,1.28,0.0,0.0,2018-05-23 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4161,1125,16.0,60,1.9,1992,8.2,1.98,0.0,0.0,2018-05-23 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4162,871,17.9,56,3.3,1919,8.9,2.63,0.0,0.0,2018-05-23 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4163,1012,18.9,42,3.8,2000,5.6,3.13,0.0,0.0,2018-05-23 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4164,1216,20.1,37,4.0,1910,4.9,3.44,0.0,0.0,2018-05-23 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4165,1167,20.9,33,3.9,1853,4.0,3.52,0.0,0.0,2018-05-23 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4166,1183,22.0,33,3.4,1966,4.9,3.41,0.0,0.0,2018-05-23 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4167,1332,23.0,29,2.9,1876,3.9,3.11,0.0,0.0,2018-05-23 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4168,1563,23.0,33,4.2,1880,5.8,2.57,0.0,0.0,2018-05-23 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4169,2069,22.4,39,3.2,1943,7.7,1.9,0.0,0.0,2018-05-23 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4170,3123,21.7,40,3.5,1987,7.4,1.18,0.0,0.0,2018-05-23 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4171,2454,18.8,52,3.4,2000,8.7,0.49,0.0,0.0,2018-05-23 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4172,2001,16.7,61,1.9,2000,9.1,0.05,0.0,0.0,2018-05-23 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4173,1833,15.4,61,1.1,1959,7.9,0.0,0.0,0.0,2018-05-23 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4174,1588,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,2018-05-23 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4175,1080,14.6,54,1.5,1596,5.3,0.0,0.0,0.0,2018-05-23 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4176,778,13.7,51,1.3,1651,3.7,0.0,0.0,0.0,2018-05-24 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4177,578,12.9,62,0.6,1557,5.7,0.0,0.0,0.0,2018-05-24 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4178,385,12.5,54,0.7,1500,3.4,0.0,0.0,0.0,2018-05-24 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4179,265,12.1,64,0.8,1538,5.4,0.0,0.0,0.0,2018-05-24 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4180,161,11.7,64,1.6,1578,5.1,0.0,0.0,0.0,2018-05-24 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4181,205,11.3,64,1.2,1634,4.7,0.0,0.0,0.0,2018-05-24 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4182,530,11.4,67,1.0,1600,5.4,0.04,0.0,0.0,2018-05-24 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4183,1390,12.5,61,1.3,1818,5.1,0.42,0.0,0.0,2018-05-24 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4184,2081,15.2,50,1.6,1530,4.8,1.1,0.0,0.0,2018-05-24 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4185,1226,17.6,30,1.1,1531,0.0,1.79,0.0,0.0,2018-05-24 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4186,880,19.9,27,2.7,1775,0.3,2.44,0.0,0.0,2018-05-24 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4187,922,21.5,30,2.9,1779,3.1,2.92,0.0,0.0,2018-05-24 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4188,1087,22.1,36,5.3,1696,6.3,3.2,0.0,0.0,2018-05-24 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4189,1078,23.3,35,3.7,1874,6.9,3.28,0.0,0.0,2018-05-24 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4190,1059,23.2,36,4.9,1597,7.2,3.18,0.0,0.0,2018-05-24 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4191,1174,23.5,36,3.2,1786,7.5,2.91,0.0,0.0,2018-05-24 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4192,1455,23.5,36,4.0,1763,7.5,2.42,0.0,0.0,2018-05-24 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4193,1863,23.4,38,2.7,1885,8.2,1.76,0.0,0.0,2018-05-24 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4194,2825,22.6,39,2.8,1655,7.9,1.1,0.0,0.0,2018-05-24 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4195,2334,21.1,44,2.6,1512,8.3,0.41,0.0,0.0,2018-05-24 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4196,1902,20.0,46,2.6,1414,8.0,0.05,0.0,0.0,2018-05-24 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4197,1838,19.3,50,1.7,1381,8.6,0.0,0.0,0.0,2018-05-24 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4198,1678,18.6,54,2.3,1328,9.0,0.0,0.0,0.0,2018-05-24 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4199,1087,18.1,56,1.6,1095,9.1,0.0,0.0,0.0,2018-05-24 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4200,831,17.6,57,1.8,943,8.9,0.0,0.0,0.0,2018-05-25 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4201,610,16.9,61,1.0,844,9.3,0.0,0.0,0.0,2018-05-25 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4202,437,16.1,70,0.6,787,10.6,0.0,0.0,0.0,2018-05-25 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4203,286,15.4,71,0.5,780,10.1,0.0,0.0,0.0,2018-05-25 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4204,188,14.8,71,0.4,700,9.5,0.0,0.0,0.0,2018-05-25 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4205,201,14.3,75,0.6,635,9.9,0.0,0.0,0.0,2018-05-25 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4206,531,13.8,74,0.7,644,9.2,0.05,0.0,0.0,2018-05-25 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4207,1250,14.4,66,1.1,704,8.1,0.42,0.0,0.0,2018-05-25 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4208,1996,17.1,57,1.7,792,8.5,1.21,0.0,0.0,2018-05-25 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4209,1121,19.5,44,1.3,995,6.9,1.88,0.0,0.0,2018-05-25 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4210,819,21.4,30,2.5,1730,3.0,2.53,0.0,0.0,2018-05-25 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4211,959,23.1,30,2.5,1896,4.5,3.01,0.0,0.0,2018-05-25 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4212,1082,24.4,24,2.9,1811,2.5,3.28,0.0,0.0,2018-05-25 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4213,1106,25.6,26,2.7,1747,4.6,3.36,0.0,0.0,2018-05-25 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4214,1161,26.0,23,2.3,1923,3.2,2.92,0.0,0.0,2018-05-25 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4215,1306,25.1,25,2.7,1959,3.6,2.2,0.0,0.0,2018-05-25 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4216,1533,24.3,27,4.1,1892,4.0,1.78,0.0,0.0,2018-05-25 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4217,2013,23.6,28,3.1,1844,4.0,1.26,0.0,0.0,2018-05-25 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4218,2916,23.3,32,2.6,1772,5.6,1.05,0.0,0.0,2018-05-25 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4219,2227,22.0,40,1.6,1658,7.7,0.47,0.0,0.0,2018-05-25 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4220,1905,20.4,45,2.0,1457,8.0,0.06,0.0,0.0,2018-05-25 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4221,1740,19.1,50,1.4,1378,8.4,0.0,0.0,0.0,2018-05-25 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4222,1630,18.3,54,1.7,1394,8.8,0.0,0.0,0.0,2018-05-25 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4223,1209,17.6,55,0.5,1362,8.4,0.0,0.0,0.0,2018-05-25 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4224,987,17.0,59,1.1,1299,8.9,0.0,0.0,0.0,2018-05-26 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4225,837,16.2,63,0.7,1328,9.1,0.0,0.0,0.0,2018-05-26 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4226,572,15.8,66,0.6,1204,9.4,0.0,0.0,0.0,2018-05-26 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4227,419,15.3,69,0.5,1103,9.6,0.0,0.0,0.0,2018-05-26 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4228,232,14.8,73,0.5,994,9.9,0.0,0.0,0.0,2018-05-26 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4229,198,14.4,73,0.4,978,9.6,0.0,0.0,0.0,2018-05-26 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4230,299,14.2,72,0.6,947,9.2,0.04,0.0,0.0,2018-05-26 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4231,503,15.0,64,0.6,902,8.2,0.46,0.0,0.0,2018-05-26 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4232,763,17.8,52,0.6,1094,7.8,1.18,0.0,0.0,2018-05-26 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4233,992,20.6,43,1.1,1104,7.5,1.84,0.0,0.0,2018-05-26 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4234,1010,23.2,41,1.1,1440,9.2,2.45,0.0,0.0,2018-05-26 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4235,1164,24.8,34,0.9,1439,7.8,2.92,0.0,0.0,2018-05-26 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4236,1285,26.2,31,1.2,1161,7.7,3.18,0.0,0.0,2018-05-26 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4237,1441,27.8,31,2.0,1326,9.1,3.29,0.0,0.0,2018-05-26 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4238,1448,28.3,30,2.3,1025,9.0,3.14,0.0,0.0,2018-05-26 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4239,1575,29.4,30,2.0,882,10.0,2.82,0.0,0.0,2018-05-26 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4240,1690,29.0,31,2.9,889,10.1,2.26,0.0,0.0,2018-05-26 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4241,1886,27.9,34,3.8,1259,10.5,1.73,0.0,0.0,2018-05-26 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4242,2020,27.0,33,2.2,822,9.3,1.07,0.0,0.0,2018-05-26 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4243,1985,24.9,46,3.1,1341,12.4,0.43,0.0,0.0,2018-05-26 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4244,1909,22.3,50,2.7,1512,11.3,0.05,0.0,0.0,2018-05-26 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4245,1851,21.7,58,1.3,1173,13.0,0.0,0.0,0.0,2018-05-26 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4246,1683,21.2,60,1.0,1192,13.1,0.0,0.0,0.0,2018-05-26 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4247,1330,20.7,63,0.8,1130,13.3,0.0,0.0,0.0,2018-05-26 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4248,1089,20.1,65,1.6,1097,13.3,0.0,0.0,0.0,2018-05-27 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4249,799,19.8,61,1.4,943,12.0,0.0,0.0,0.0,2018-05-27 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4250,555,19.0,62,1.8,974,11.5,0.0,0.0,0.0,2018-05-27 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4251,423,18.5,62,0.8,1073,11.0,0.0,0.0,0.0,2018-05-27 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4252,208,17.9,59,1.3,1261,9.7,0.0,0.0,0.0,2018-05-27 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4253,174,17.6,0,0.8,1304,9.7,0.0,0.0,0.0,2018-05-27 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4254,234,17.3,62,1.4,1293,9.9,0.03,0.0,0.0,2018-05-27 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
