Time,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
2018-04-27 23:00:00,975,14.0,66,1.2,519,7.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 00:00:00,777,13.3,70,1.6,473,7.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 01:00:00,672,12.7,74,1.8,392,8.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 02:00:00,522,12.0,76,1.0,363,7.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 03:00:00,325,11.6,76,1.0,364,7.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 04:00:00,166,11.4,78,1.8,362,7.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 05:00:00,152,10.9,81,1.7,348,7.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 06:00:00,230,10.6,84,1.1,284,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 07:00:00,376,10.8,78,0.5,335,7.1,0.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 08:00:00,647,12.7,67,0.6,378,6.7,0.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 09:00:00,795,15.1,56,1.7,493,6.3,1.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 10:00:00,808,17.4,46,1.8,734,5.6,2.27,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 11:00:00,1000,19.0,30,3.0,1719,1.0,2.84,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 12:00:00,1278,20.5,31,2.5,1485,2.7,3.18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 13:00:00,1404,21.2,31,2.8,1295,3.3,3.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 14:00:00,1597,21.3,25,3.8,1884,0.4,3.22,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 15:00:00,1875,21.1,25,4.1,1885,0.2,2.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 16:00:00,1945,20.4,25,4.7,1990,-0.3,2.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 17:00:00,2043,20.1,29,3.3,1840,1.4,1.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 18:00:00,1882,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 19:00:00,1590,16.9,33,1.3,1965,0.5,0.34,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 20:00:00,1435,15.1,34,2.2,1981,-0.6,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 21:00:00,1351,13.9,37,1.1,1751,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 22:00:00,1165,13.0,45,1.6,1713,1.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-28 23:00:00,905,12.3,51,1.0,1648,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 00:00:00,790,11.7,53,1.4,1620,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 01:00:00,554,11.2,57,1.6,1533,2.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 02:00:00,425,10.9,56,1.2,1460,2.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 03:00:00,263,10.6,60,1.0,1163,3.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 04:00:00,183,10.3,63,0.7,1277,3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 05:00:00,138,9.7,63,1.1,1304,2.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 06:00:00,183,9.5,65,1.0,1325,3.2,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 07:00:00,307,9.9,59,0.7,1707,2.2,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 08:00:00,485,12.2,50,0.8,1412,2.0,0.84,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 09:00:00,716,14.9,39,0.9,1354,1.0,1.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 10:00:00,787,17.5,35,1.8,1570,1.8,2.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 11:00:00,1060,19.6,28,2.0,1695,0.5,2.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 12:00:00,1375,20.5,31,2.6,1299,2.7,2.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 13:00:00,1635,21.9,27,2.2,1055,2.0,3.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 14:00:00,1814,21.6,28,3.3,1172,2.2,2.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 15:00:00,2019,22.8,24,3.3,1138,1.1,2.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 16:00:00,2044,22.2,23,3.7,1183,0.0,2.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 17:00:00,2094,21.9,28,3.1,1023,2.5,1.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 18:00:00,1950,20.1,28,3.2,1114,1.0,0.89,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 19:00:00,1712,18.1,38,2.8,932,3.5,0.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 20:00:00,1485,16.9,42,2.7,942,3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 21:00:00,1382,16.1,44,1.2,913,3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 22:00:00,1128,15.6,43,2.3,1016,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-29 23:00:00,820,15.2,51,1.0,858,5.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 00:00:00,569,14.7,54,1.3,718,5.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 01:00:00,362,14.4,60,1.7,580,6.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 02:00:00,246,14.1,62,1.2,502,6.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 03:00:00,157,14.3,61,1.0,475,6.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 04:00:00,132,14.6,57,1.2,495,6.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 05:00:00,185,14.8,63,0.7,492,7.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 06:00:00,397,14.9,64,0.5,424,8.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 07:00:00,1075,15.1,78,1.5,354,11.2,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 08:00:00,1791,15.8,73,0.5,357,10.9,0.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 09:00:00,983,17.5,65,1.0,416,10.8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 10:00:00,742,19.5,54,1.1,451,9.9,1.88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 11:00:00,901,20.3,52,0.9,468,10.1,1.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 12:00:00,1094,22.2,50,2.0,564,11.2,2.65,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 13:00:00,1019,23.3,45,1.8,684,10.6,2.96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 14:00:00,1055,24.0,47,2.3,520,11.9,2.87,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 15:00:00,1168,24.1,48,2.7,419,12.3,2.47,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 16:00:00,1344,24.8,45,1.8,549,12.0,2.05,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 17:00:00,1706,24.0,53,3.5,536,13.8,1.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 18:00:00,2558,23.0,54,2.9,679,13.1,0.81,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 19:00:00,2064,21.2,65,2.9,559,14.3,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 20:00:00,1703,20.0,69,2.4,533,14.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 21:00:00,1711,19.1,73,1.2,413,14.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 22:00:00,1456,18.4,78,1.6,377,14.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-04-30 23:00:00,1044,17.9,79,0.4,323,14.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-01 00:00:00,782,18.3,78,0.8,349,14.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 01:00:00,705,18.3,83,1.1,451,15.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 02:00:00,534,18.2,85,0.8,355,15.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 03:00:00,343,18.1,85,1.0,284,15.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 04:00:00,187,18.0,85,0.3,275,15.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 05:00:00,166,18.0,85,0.8,346,15.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 06:00:00,306,17.8,85,0.6,265,15.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 07:00:00,614,18.0,82,0.7,264,14.8,0.11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 08:00:00,1067,18.8,76,0.6,301,14.4,0.36,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 09:00:00,1024,20.7,67,1.1,464,14.3,1.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 10:00:00,1002,22.2,61,1.2,531,14.3,1.72,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 11:00:00,1117,22.7,63,1.1,605,15.2,1.36,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 12:00:00,1315,22.1,67,2.7,462,15.6,0.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 13:00:00,1493,23.0,63,3.1,494,15.5,1.92,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 14:00:00,1536,23.0,64,2.8,520,15.8,1.59,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 15:00:00,1639,23.1,61,2.5,556,15.1,1.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 16:00:00,1759,22.6,63,3.1,551,15.1,0.88,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 17:00:00,1898,22.0,65,2.4,589,15.1,0.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 18:00:00,2082,21.6,67,2.0,584,15.2,0.24,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 19:00:00,1696,21.2,68,1.5,610,15.0,0.16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 20:00:00,1656,20.6,72,1.3,587,15.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 21:00:00,1644,20.2,74,1.3,554,15.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 22:00:00,1400,19.9,75,0.8,516,15.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-01 23:00:00,855,19.8,73,0.9,442,14.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-05-02 00:00:00,612,19.7,76,0.5,386,15.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 01:00:00,413,19.6,75,2.1,392,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 02:00:00,245,19.0,80,1.6,346,15.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 03:00:00,170,18.5,82,0.8,342,15.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 04:00:00,93,18.4,81,0.4,300,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 05:00:00,76,18.4,87,0.8,209,16.1,0.0,0.4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 06:00:00,67,17.9,93,0.9,202,16.7,0.0,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 07:00:00,102,17.6,94,0.5,166,16.6,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 08:00:00,555,17.5,94,0.9,203,16.5,0.06,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 09:00:00,609,17.4,94,0.7,230,16.4,0.16,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 10:00:00,486,17.7,88,1.1,322,15.6,0.36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 11:00:00,206,18.0,85,1.1,411,15.4,0.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 12:00:00,63,17.3,95,0.7,155,16.4,0.16,3.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 13:00:00,327,17.2,96,0.9,275,16.5,0.26,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 14:00:00,376,17.5,94,0.3,436,16.5,0.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 15:00:00,143,17.0,90,3.7,216,15.3,0.26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 16:00:00,400,15.4,95,4.7,378,14.5,0.11,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 17:00:00,813,13.9,94,2.6,303,12.9,0.21,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 18:00:00,518,13.6,89,2.3,638,11.8,0.09,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 19:00:00,131,12.6,93,3.9,831,11.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 20:00:00,123,11.1,91,4.0,716,9.6,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 21:00:00,327,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 22:00:00,299,10.4,85,3.7,1671,7.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-02 23:00:00,294,9.5,90,3.6,1017,7.9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 00:00:00,361,8.7,86,3.1,2000,6.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 01:00:00,323,7.9,86,2.1,2000,5.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 02:00:00,251,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 03:00:00,156,7.0,86,1.2,2000,4.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 04:00:00,109,7.0,87,1.3,2000,4.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 05:00:00,163,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 06:00:00,469,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 07:00:00,1160,8.4,83,1.4,1400,5.6,0.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 08:00:00,1946,10.5,67,2.3,1221,4.6,0.98,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 09:00:00,1061,12.8,52,3.9,1614,3.1,1.65,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 10:00:00,762,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 11:00:00,794,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 12:00:00,871,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 13:00:00,516,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 14:00:00,367,12.7,75,3.8,1510,8.3,0.88,0.4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 15:00:00,590,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 16:00:00,911,12.8,53,3.3,2000,3.4,0.76,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 17:00:00,1421,13.2,49,4.2,1999,2.7,0.69,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 18:00:00,2310,13.4,49,2.4,1982,2.8,0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 19:00:00,1663,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 20:00:00,1401,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 21:00:00,1388,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 22:00:00,1202,11.2,60,2.3,1684,3.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-03 23:00:00,832,10.6,62,2.1,1694,3.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 00:00:00,624,10.0,63,2.1,1653,3.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 01:00:00,480,9.7,63,2.1,1610,2.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 02:00:00,352,9.6,65,1.5,1654,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 03:00:00,224,9.6,66,0.9,1685,3.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 04:00:00,138,9.5,66,1.1,1737,3.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 05:00:00,186,9.2,63,0.8,1896,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 06:00:00,521,9.0,57,1.7,1903,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 07:00:00,1260,9.5,55,2.1,1912,0.8,0.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 08:00:00,2041,11.3,46,1.2,1788,0.0,1.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 09:00:00,1155,14.1,42,1.9,1893,1.3,1.78,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 10:00:00,864,16.1,37,2.9,1629,1.3,2.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 11:00:00,1021,17.2,35,3.6,1731,1.5,2.93,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 12:00:00,1206,17.9,32,4.6,1874,0.9,3.28,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 13:00:00,1222,18.9,30,3.8,1854,0.9,3.39,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 14:00:00,1266,18.8,31,4.9,1940,1.2,3.31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 15:00:00,1323,19.9,26,3.8,1898,-0.1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 16:00:00,1501,18.6,30,5.1,1891,0.6,2.49,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 17:00:00,1857,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 18:00:00,2661,17.1,35,3.4,1961,1.4,1.11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 19:00:00,1890,15.5,46,2.6,1782,3.9,0.34,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 20:00:00,1389,14.1,46,3.4,1940,2.6,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 21:00:00,1298,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 22:00:00,1256,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-04 23:00:00,935,12.4,58,2.5,1843,4.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 00:00:00,796,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 01:00:00,716,12.1,54,1.3,1820,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 02:00:00,508,12.1,53,1.1,1948,2.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 03:00:00,392,11.6,53,1.1,1904,2.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 04:00:00,252,12.1,51,1.6,1939,2.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 05:00:00,190,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 06:00:00,247,12.3,55,2.1,1972,3.5,0.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 07:00:00,352,12.9,55,2.3,1952,4.0,0.29,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 08:00:00,579,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 09:00:00,759,16.1,50,2.6,1628,5.6,1.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 10:00:00,877,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 11:00:00,1024,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-05-05 12:00:00,1258,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
